ID,Entry,Gene names,Cross-reference (STRING)
14000,Q8TBM8,DNAJB14 UNQ9427/PRO34683,9606.ENSP00000404381
14001,Q9H819,DNAJC18,9606.ENSP00000302843
14002,Q92988,DLX4 BP1 DLX7 DLX8 DLX9,9606.ENSP00000240306
14003,Q07687,DLX2,9606.ENSP00000234198
14004,Q96HU8,DIRAS2,9606.ENSP00000364919
14005,Q9H7Y0,DIPK2B CXorf36 DIA1R UNQ1862/PRO3743,9606.ENSP00000381086
14006,Q15125,EBP,9606.ENSP00000417052
14007,Q7L9B9,EEPD1 KIAA1706,9606.ENSP00000242108
14008,P28330,ACADL,9606.ENSP00000233710
14009,Q8WYK0,ACOT12 CACH CACH1 STARD15,9606.ENSP00000303246
14010,Q99798,ACO2,9606.ENSP00000216254
14011,P13798,APEH D3F15S2 D3S48E DNF15S2,9606.ENSP00000296456
14012,P61221,ABCE1 RLI RNASEL1 RNASELI RNS4I OK/SW-cl.40,9606.ENSP00000296577
14013,P28223,HTR2A HTR2,9606.ENSP00000437737
14014,P17516,AKR1C4 CHDR,9606.ENSP00000369814
14015,Q9BVK2,ALG8 HUSSY-02,9606.ENSP00000299626
14016,O95994,AGR2 AG2 UNQ515/PRO1030,9606.ENSP00000391490
14017,O15204,ADAMDEC1,9606.ENSP00000256412
14018,Q92685,ALG3 NOT NOT56L,9606.ENSP00000380793
14019,P48960,ADGRE5 CD97,9606.ENSP00000242786
14020,P35368,ADRA1B,9606.ENSP00000306662
14021,Q3KP44,ANKRD55,9606.ENSP00000342295
14022,P23582,NPPC CNP2,9606.ENSP00000387159
14023,O95445,APOM G3A NG20 HSPC336,9606.ENSP00000365081
14024,Q9BPW4,APOL4,9606.ENSP00000338260
14025,O14520,AQP7 AQP7L AQP9,9606.ENSP00000297988
14026,Q01433,AMPD2,9606.ENSP00000256578
14027,Q6HA08,ASTL,9606.ENSP00000343674
14028,P61160,ACTR2 ARP2,9606.ENSP00000367220
14029,Q9GZN1,ACTR6 CDA12,9606.ENSP00000188312
14030,P07307,ASGR2 CLEC4H2,9606.ENSP00000347140
14031,P24539,ATP5PB ATP5F1,9606.ENSP00000358737
14032,Q7Z3C6,ATG9A APG9L1,9606.ENSP00000386710
14033,Q96AJ1,CLUAP1 KIAA0643,9606.ENSP00000460850
14034,Q15846,CLUL1,9606.ENSP00000441726
14035,Q3ZCQ2,ANXA2R AX2R C5orf39,9606.ENSP00000315915
14036,Q8WV28,BLNK BASH SLP65,9606.ENSP00000224337
14037,Q8ND07,BBOF1 C14orf45 CCDC176,9606.ENSP00000377577
14038,Q8TDC3,BRSK1 KIAA1811 SAD1 SADB,9606.ENSP00000310649
14039,O75363,BCAS1 AIBC1 NABC1,9606.ENSP00000379290
14040,Q6ZUJ8,PIK3AP1 BCAP,9606.ENSP00000339826
14041,P30411,BDKRB2 BKR2,9606.ENSP00000450482
14042,P62952,BLCAP BC10,9606.ENSP00000397172
14043,O43521,BCL2L11 BIM,9606.ENSP00000376943
14044,O43286,B4GALT5,9606.ENSP00000360776
14045,Q8NFL0,B3GNT7,9606.ENSP00000287590
14046,P49913,CAMP CAP18 FALL39 HSD26,9606.ENSP00000296435
14047,Q96BQ5,CCDC127,9606.ENSP00000296824
14048,Q9Y6W3,CAPN7 PALBH,9606.ENSP00000253693
14049,Q9UBN1,CACNG4,9606.ENSP00000262138
14050,Q52MB2,CCDC184 C12orf68,9606.ENSP00000320849
14051,Q8NFR7,CCDC148,9606.ENSP00000283233
14052,Q5T5S1,CCDC183 KIAA1984,9606.ENSP00000338013
14053,Q9BRK5,SDF4 CAB45 PSEC0034,9606.ENSP00000353094
14054,P20160,AZU1,9606.ENSP00000233997
14055,Q53TS8,C2CD6 ALS2CR11,9606.ENSP00000409937
14056,P21730,C5AR1 C5AR C5R1,9606.ENSP00000347197
14057,Q5T5A4,C1orf194,9606.ENSP00000358965
14058,P10092,CALCB CALC2,9606.ENSP00000433490
14059,Q8N8E3,CEP112 CCDC46,9606.ENSP00000376522
14060,Q9UNU6,CYP8B1 CYP12,9606.ENSP00000318867
14061,Q9HB55,CYP3A43,9606.ENSP00000222382
14062,Q6GPI1,CTRB2,9606.ENSP00000303963
14063,A1L168,C20orf202,9606.ENSP00000383474
14064,Q9BQM9,C20orf144,9606.ENSP00000364370
14065,Q5SY80,CATSPERE C1orf101,9606.ENSP00000355492
14066,Q8WWI5,SLC44A1 CD92 CDW92 CTL1,9606.ENSP00000363852
14067,P08034,GJB1 CX32,9606.ENSP00000363134
14068,Q8WYA6,CTNNBL1 C20orf33 PP8304,9606.ENSP00000355050
14069,P78358,CTAG1A CTAG CTAG1 ESO1 LAGE2 LAGE2A; CTAG1B LAGE2B,9606.ENSP00000469441
14070,Q8NFK1,GJC3 GJE1,9606.ENSP00000325775
14071,P01040,CSTA STF1 STFA,9606.ENSP00000264474
14072,O00399,DCTN6 WS3,9606.ENSP00000221114
14073,Q30KQ1,DEFB133,9606.ENSP00000485031
14074,Q9ULW3,ABT1,9606.ENSP00000274849
14075,Q9H3Z7,ABHD16B C20orf135,9606.ENSP00000358932
14076,P54646,PRKAA2 AMPK AMPK2,9606.ENSP00000360290
14077,Q8N0Z2,ABRA,9606.ENSP00000311436
14078,Q9NUZ1,ACOXL,9606.ENSP00000407761
14079,P46098,HTR3A 5HT3R HTR3,9606.ENSP00000347754
14080,Q05901,CHRNB3,9606.ENSP00000289957
14081,Q9H2F3,HSD3B7,9606.ENSP00000297679
14082,Q00005,PPP2R2B,9606.ENSP00000377936
14083,P47895,ALDH1A3 ALDH6,9606.ENSP00000332256
14084,O75891,ALDH1L1 FTHFD,9606.ENSP00000273450
14085,P30838,ALDH3A1 ALDH3,9606.ENSP00000411821
14086,P19021,PAM,9606.ENSP00000306100
14087,O95076,ALX3,9606.ENSP00000358807
14088,P35609,ACTN2,9606.ENSP00000443495
14089,Q13686,ALKBH1 ABH ABH1 ALKBH,9606.ENSP00000216489
14090,C9JRZ8,AKR1B15,9606.ENSP00000389289
14091,Q9H161,ALX4 KIAA1788,9606.ENSP00000332744
14092,Q9BYD9,ACTRT3 ARPM1,9606.ENSP00000333037
14093,Q96F25,ALG14,9606.ENSP00000359224
14094,P78325,ADAM8 MS2,9606.ENSP00000453302
14095,Q86SQ6,ADGRA1 GPR123 KIAA1828,9606.ENSP00000376384
14096,P54252,ATXN3 ATX3 MJD MJD1 SCA3,9606.ENSP00000478320
14097,Q9UII2,ATP5IF1 ATPI ATPIF1,9606.ENSP00000335203
14098,Q69YU5,BRAWNIN BR C12orf73,9606.ENSP00000367330
14099,Q9HBH7,BEX1,9606.ENSP00000361813
14100,Q8IZY5,BLID BRCC2,9606.ENSP00000453153
14101,Q8IWZ6,BBS7 BBS2L1,9606.ENSP00000264499
14102,Q92560,BAP1 KIAA0272 hucep-6,9606.ENSP00000417132
14103,Q5T5X7,BEND3 KIAA1553,9606.ENSP00000411268
14104,Q96B45,BORCS7 C10orf32,9606.ENSP00000342331
14105,Q6L9W6,B4GALNT3,9606.ENSP00000266383
14106,O60238,BNIP3L BNIP3A BNIP3H NIX,9606.ENSP00000370003
14107,Q96PB1,CASD1 C7orf12 Nbla04196,9606.ENSP00000297273
14108,Q6ZSI9,CAPN12,9606.ENSP00000331636
14109,P32238,CCKAR CCKRA,9606.ENSP00000295589
14110,Q9H6E4,CCDC134,9606.ENSP00000255784
14111,Q6NSX1,CCDC70,9606.ENSP00000242819
14112,Q99731,CCL19 ELC MIP3B SCYA19,9606.ENSP00000308815
14113,Q494R4,CCDC153,9606.ENSP00000423567
14114,P13236,CCL4 LAG1 MIP1B SCYA4,9606.ENSP00000482259
14115,Q8N8R5,C2orf69,9606.ENSP00000312770
14116,Q9Y376,CAB39 MO25 CGI-66,9606.ENSP00000258418
14117,Q8TDN4,CABLES1 CABLES,9606.ENSP00000256925
14118,Q9NTU7,CBLN4 CBLNL1 UNQ718/PRO1382,9606.ENSP00000064571
14119,Q5T0F9,CC2D1B KIAA1836,9606.ENSP00000360642
14120,Q8N4T0,CPA6 CPAH,9606.ENSP00000297770
14121,O75309,CDH16 UNQ695/PRO1340,9606.ENSP00000299752
14122,P11586,MTHFD1 MTHFC MTHFD,9606.ENSP00000216605
14123,Q9Y6N8,CDH10,9606.ENSP00000264463
14124,Q8TAB5,C1orf216,9606.ENSP00000425166
14125,Q9UQN3,CHMP2B CGI-84,9606.ENSP00000263780
14126,P40198,CEACAM3 CD66D CGM1,9606.ENSP00000349971
14127,Q9BY67,CADM1 IGSF4 IGSF4A NECL2 SYNCAM TSLC1,9606.ENSP00000329797
14128,Q8IWX8,CHERP DAN26 SCAF6,9606.ENSP00000439856
14129,Q8IZ52,CHPF CSS2 UNQ651/PRO1281,9606.ENSP00000243776
14130,Q6UXA7,C6orf15 STG UNQ1840/PRO3566,9606.ENSP00000259870
14131,P32970,CD70 CD27L CD27LG TNFSF7,9606.ENSP00000245903
14132,Q96G28,CFAP36 CCDC104 UNQ163/PRO189,9606.ENSP00000342699
14133,B2RV13,CFAP97D1 C17orf105,9606.ENSP00000415662
14134,Q8IVW4,CDKL3 NKIAMRE,9606.ENSP00000265334
14135,P50613,CDK7 CAK CAK1 CDKN7 MO15 STK1,9606.ENSP00000256443
14136,Q14094,CCNI,9606.ENSP00000237654
14137,P49450,CENPA,9606.ENSP00000336868
14138,P56749,CLDN12,9606.ENSP00000287916
14139,Q96DZ9,CMTM5 CKLFSF5,9606.ENSP00000344819
14140,Q8NCF0,CLEC18C MRLP3,9606.ENSP00000477846
14141,Q9NQW8,CNGB3,9606.ENSP00000316605
14142,O00299,CLIC1 G6 NCC27,9606.ENSP00000364935
14143,Q9ULM6,CNOT6 CCR4 CCR4a KIAA1194,9606.ENSP00000377024
14144,P51788,CLCN2,9606.ENSP00000265593
14145,O75208,COQ9 C16orf49 HSPC326 PSEC0129,9606.ENSP00000262507
14146,P61923,COPZ1 COPZ CGI-120 HSPC181,9606.ENSP00000449270
14147,P02511,CRYAB CRYA2 HSPB5,9606.ENSP00000433560
14148,Q96P44,COL21A1 COL1AL FP633,9606.ENSP00000244728
14149,A4D1U4,DENND11 KIAA1147 LCHN,9606.ENSP00000445768
14150,O95865,DDAH2 DDAH G6A NG30,9606.ENSP00000364945
14151,Q05329,GAD2 GAD65,9606.ENSP00000365437
14152,Q7Z7B7,DEFB132 DEFB32 UNQ827/PRO1754,9606.ENSP00000371813
14153,Q5T1V6,DDX59 ZNHIT5,9606.ENSP00000330460
14154,Q9UN19,DAPP1 BAM32 HSPC066,9606.ENSP00000423602
14155,Q8N2C3,DEPDC4,9606.ENSP00000396234
14156,Q6UWZ7,ABRAXAS1 ABRA1 CCDC98 FAM175A UNQ496/PRO1013,9606.ENSP00000369857
14157,Q15027,ACAP1 CENTB1 KIAA0050,9606.ENSP00000158762
14158,P41595,HTR2B,9606.ENSP00000258400
14159,O95336,PGLS,9606.ENSP00000252603
14160,Q9NPC4,A4GALT A14GALT A4GALT1,9606.ENSP00000384794
14161,Q9H172,ABCG4 WHITE2,9606.ENSP00000481728
14162,P28288,ABCD3 PMP70 PXMP1,9606.ENSP00000359233
14163,Q9BXI3,NT5C1A,9606.ENSP00000235628
14164,P14060,HSD3B1 3BH HSDB3A,9606.ENSP00000358421
14165,P04075,ALDOA ALDA,9606.ENSP00000378669
14166,P35869,AHR BHLHE76,9606.ENSP00000242057
14167,O94788,ALDH1A2 RALDH2,9606.ENSP00000249750
14168,P00352,ALDH1A1 ALDC ALDH1 PUMB1,9606.ENSP00000297785
14169,Q03154,ACY1,9606.ENSP00000384296
14170,P51648,ALDH3A2 ALDH10 FALDH,9606.ENSP00000345774
14171,Q8N302,AGGF1 GPATC7 GPATCH7 VG5Q,9606.ENSP00000316109
14172,Q9ULX6,AKAP8L NAKAP NAKAP95 HRIHFB2018,9606.ENSP00000380557
14173,Q9H9G7,AGO3 EIF2C3,9606.ENSP00000362287
14174,Q8WTP8,AEN ISG20L1 SBBI58,9606.ENSP00000331944
14175,Q96DE5,ANAPC16 C10orf104 CENP-27,9606.ENSP00000477760
14176,Q16186,ADRM1 GP110,9606.ENSP00000478877
14177,P36404,ARL2,9606.ENSP00000246747
14178,Q6ZTN6,ANKRD13D,9606.ENSP00000427130
14179,Q9H9E1,ANKRA2 ANKRA,9606.ENSP00000296785
14180,Q9NP61,ARFGAP3 ARFGAP1,9606.ENSP00000263245
14181,Q9BTT0,ANP32E,9606.ENSP00000463154
14182,A6NF34,ANTXRL,9606.ENSP00000480615
14183,A6NGH8,ANKRD61,9606.ENSP00000386502
14184,P50995,ANXA11 ANX11,9606.ENSP00000398610
14185,P19801,AOC1 ABP1 DAO1,9606.ENSP00000411613
14186,Q8IVJ8,APRG1 C3orf35,9606.ENSP00000413537
14187,O95236,APOL3,9606.ENSP00000344577
14188,Q9HBZ2,ARNT2 BHLHE1 KIAA0307,9606.ENSP00000307479
14189,Q8WWX0,ASB5,9606.ENSP00000296525
14190,Q9NQ33,ASCL3 BHLHA42 HASH3 SGN1,9606.ENSP00000435770
14191,Q5T2N8,ATAD3C,9606.ENSP00000368062
14192,Q9UHQ4,BCAP29 BAP29,9606.ENSP00000368414
14193,A1A5D9,BICDL2 BICDR2 CCDC64B,9606.ENSP00000459043
14194,P25440,BRD2 KIAA9001 RING3,9606.ENSP00000378704
14195,Q8WUZ0,BCL7C,9606.ENSP00000369674
14196,Q9Y276,BCS1L BCS1,9606.ENSP00000413908
14197,Q9P2W7,B3GAT1 GLCATP,9606.ENSP00000433847
14198,P0DN79,CBSL,9606.ENSP00000381234
14199,Q5JTY5,CBWD3,9606.ENSP00000353295
14200,Q86Z20,CCDC125 KENAE,9606.ENSP00000379754
14201,Q502W7,CCDC38,9606.ENSP00000345470
14202,Q9Y6R9,CCDC61,9606.ENSP00000471454
14203,A2RUB6,CCDC66,9606.ENSP00000378167
14204,Q9NVE4,CCDC87,9606.ENSP00000328487
14205,P31415,CASQ1 CASQ,9606.ENSP00000357057
14206,Q9UBX1,CTSF,9606.ENSP00000310832
14207,Q8N187,CARF ALS2CR8,9606.ENSP00000384006
14208,P27797,CALR CRTC,9606.ENSP00000320866
14209,Q02641,CACNB1 CACNLB1,9606.ENSP00000377840
14210,Q9NYX4,CALY DRD1IP,9606.ENSP00000252939
14211,Q8N0U7,C1orf87,9606.ENSP00000360244
14212,Q9Y2D0,CA5B,9606.ENSP00000314099
14213,Q8N960,CEP120 CCDC100,9606.ENSP00000303058
14214,Q16880,UGT8 CGT UGT4,9606.ENSP00000311648
14215,P49715,CEBPA CEBP,9606.ENSP00000427514
14216,P0DN87,CGB7,9606.ENSP00000470813
14217,Q6P047,C8orf74,9606.ENSP00000307129
14218,Q86SI9,C5orf38 CEI,9606.ENSP00000334267
14219,O96017,CHEK2 CDS1 CHK2 RAD53,9606.ENSP00000372023
14220,P08861,CELA3B ELA3B,9606.ENSP00000338369
14221,P30281,CCND3,9606.ENSP00000362082
14222,Q8N1A6,C4orf33,9606.ENSP00000281146
14223,P24864,CCNE1 CCNE,9606.ENSP00000262643
14224,P60953,CDC42,9606.ENSP00000383118
14225,Q9H5V8,CDCP1 TRASK UNQ2486/PRO5773,9606.ENSP00000296129
14226,Q9UBR5,CKLF CKLF1 HSPC224 UNQ410/PRO772,9606.ENSP00000264001
14227,Q86X95,CIR1 CIR,9606.ENSP00000339723
14228,Q32Q52,C12orf74,9606.ENSP00000380933
14229,B7Z368,LINC02881 C10orf142,9606.ENSP00000479444
14230,Q13057,COASY PSEC0106,9606.ENSP00000464814
14231,P49682,CXCR3 GPR9,9606.ENSP00000362795
14232,P81534,DEFB103A BD3 DEFB103 DEFB3; DEFB103B,9606.ENSP00000324633
14233,P20711,DDC AADC,9606.ENSP00000403644
14234,O43237,DYNC1LI2 DNCLI2 LIC2,9606.ENSP00000258198
14235,Q9NXF7,DCAF16 C4orf30,9606.ENSP00000371682
14236,Q9NRG7,SDR39U1 C14orf124 HCDI,9606.ENSP00000382327
14237,Q9UF47,DNAJC5B CSPBETA,9606.ENSP00000276570
14238,P25685,DNAJB1 DNAJ1 HDJ1 HSPF1,9606.ENSP00000254322
14239,P51674,GPM6A M6A,9606.ENSP00000280187
14240,Q2TAP0,GOLGA7B C10orf132 C10orf133,9606.ENSP00000359634
14241,Q9UM44,HHLA2,9606.ENSP00000350402
14242,Q53FT3,HIKESHI C11orf73 HSPC138 HSPC179 HSPC248,9606.ENSP00000278483
14243,O95678,KRT75 K6HF KB18,9606.ENSP00000252245
14244,Q8WXH2,JPH3 JP3 TNRC22,9606.ENSP00000284262
14245,P78414,IRX1 IRXA1,9606.ENSP00000305244
14246,Q9Y5Q6,INSL5 UNQ156/PRO182,9606.ENSP00000302724
14247,Q6GPH6,ITPRIPL1 KIAA1754L,9606.ENSP00000355121
14248,Q9UL03,INTS6 DBI1 DDX26 DDX26A,9606.ENSP00000310260
14249,Q693B1,KCTD11 C17orf36 REN,9606.ENSP00000328352
14250,Q02241,KIF23 KNSL5 MKLP1,9606.ENSP00000260363
14251,Q3LHN1,KRTAP21-3 KAP21.3,9606.ENSP00000404517
14252,Q14654,KCNJ11,9606.ENSP00000345708
14253,Q6L8G4,KRTAP5-11 KAP5.11 KRTAP5.11,9606.ENSP00000381541
14254,Q9BYP8,KRTAP17-1 KAP17.1 KRTAP16.1,9606.ENSP00000333993
14255,Q8WWG9,KCNE4,9606.ENSP00000281830
14256,P59991,KRTAP12-2 KAP12.2 KRTAP12.2,9606.ENSP00000354001
14257,Q8NI77,KIF18A OK/SW-cl.108,9606.ENSP00000263181
14258,Q8WVF5,KCTD4,9606.ENSP00000368402
14259,P48544,KCNJ5 GIRK4,9606.ENSP00000433295
14260,Q0D2K2,KLHL30,9606.ENSP00000386389
14261,Q04759,PRKCQ PRKCT,9606.ENSP00000263125
14262,Q86Y97,KMT5C SUV420H2 PP7130,9606.ENSP00000255613
14263,P18627,LAG3 FDC,9606.ENSP00000203629
14264,Q3B8N2,LGALS9B,9606.ENSP00000315564
14265,P11279,LAMP1,9606.ENSP00000333298
14266,Q5T753,LCE1E LEP5,9606.ENSP00000357759
14267,Q53EV4,LRRC23 LRPB7,9606.ENSP00000390932
14268,Q9C0I9,LRRC27 KIAA1674,9606.ENSP00000357603
14269,Q9UHA4,LAMTOR3 MAP2K1IP1 MAPKSP1 PRO2783,9606.ENSP00000424183
14270,P09917,ALOX5 LOG5,9606.ENSP00000363512
14271,Q99677,LPAR4 GPR23 LPA4 P2RY9,9606.ENSP00000408205
14272,Q9HBL6,LRTM1 HT017,9606.ENSP00000273286
14273,Q8N7X4,MAGEB6,9606.ENSP00000368320
14274,Q9NWA0,MED9 MED25,9606.ENSP00000268711
14275,Q13164,MAPK7 BMK1 ERK5 PRKM7,9606.ENSP00000311005
14276,Q9NPA2,MMP25 MMP20 MMPL1 MT6MMP,9606.ENSP00000337816
14277,Q9NZJ7,MTCH1 PSAP CGI-64 UNQ1871/PRO4314,9606.ENSP00000362730
14278,P42898,MTHFR,9606.ENSP00000365777
14279,O94776,MTA2 MTA1L1 PID,9606.ENSP00000278823
14280,Q9UDX5,MTFP1 MTP18 HSPC242 My022,9606.ENSP00000266263
14281,Q86YV6,MYLK4 SGK085,9606.ENSP00000274643
14282,P60660,MYL6,9606.ENSP00000446955
14283,P12524,MYCL BHLHE38 LMYC MYCL1,9606.ENSP00000380494
14284,O95169,NDUFB8,9606.ENSP00000299166
14285,O60934,NBN NBS NBS1 P95,9606.ENSP00000265433
14286,P15172,MYOD1 BHLHC1 MYF3 MYOD,9606.ENSP00000250003
14287,P0C0P6,NPS,9606.ENSP00000381105
14288,P49146,NPY2R,9606.ENSP00000332591
14289,Q99519,NEU1 NANH,9606.ENSP00000364782
14290,O95644,NFATC1 NFAT2 NFATC,9606.ENSP00000389377
14291,Q9NUQ2,AGPAT5,9606.ENSP00000285518
14292,O43908,KLRC4 NKG2F,9606.ENSP00000310216
14293,Q5VXU1,NKAIN2 FAM77B TCBA1,9606.ENSP00000357402
14294,Q5VT03,NUTM2D FAM22D,9606.ENSP00000484887
14295,P20783,NTF3,9606.ENSP00000397297
14296,Q9H857,NT5DC2,9606.ENSP00000406933
14297,Q9H1E3,NUCKS1 NUCKS JC7,9606.ENSP00000356110
14298,C9J069,AJM1 C9orf172,9606.ENSP00000412388
14299,P11766,ADH5 ADHX FDH,9606.ENSP00000296412
14300,Q99856,ARID3A DRIL1 DRIL3 DRX E2FBP1,9606.ENSP00000263620
14301,Q32M45,ANO4 TMEM16D,9606.ENSP00000376703
14302,Q92688,ANP32B APRIL PHAPI2,9606.ENSP00000345848
14303,Q8IW19,APLF C2orf13 PALF XIP1,9606.ENSP00000307004
14304,Q9UJX6,ANAPC2 APC2 KIAA1406,9606.ENSP00000314004
14305,O94973,AP2A2 ADTAB CLAPA2 HIP9 HYPJ KIAA0899,9606.ENSP00000327694
14306,P21397,MAOA,9606.ENSP00000340684
14307,P53677,AP3M2,9606.ENSP00000428787
14308,Q8IXF9,AQP12A AQP12 AQPX2,9606.ENSP00000405899
14309,A6NM10,AQP12B,9606.ENSP00000384894
14310,Q96BM1,ANKRD9,9606.ENSP00000286918
14311,P01019,AGT SERPINA8,9606.ENSP00000355627
14312,P0C7U1,ASAH2B ASAH2C ASAH2L,9606.ENSP00000363118
14313,Q96Q27,ASB2,9606.ENSP00000451575
14314,Q9ULZ3,PYCARD ASC CARD5 TMS1,9606.ENSP00000247470
14315,Q8TDH9,BLOC1S5 MUTED,9606.ENSP00000380598
14316,P41223,BUD31 EDG2,9606.ENSP00000386023
14317,Q6PJG6,BRAT1 BAAT1 C7orf27,9606.ENSP00000339637
14318,Q9UKI2,CDC42EP3 BORG2 CEP3,9606.ENSP00000295324
14319,Q14137,BOP1 KIAA0124,9606.ENSP00000455106
14320,O95810,CAVIN2 SDPR,9606.ENSP00000305675
14321,Q8NEF3,CCDC112 MBC1,9606.ENSP00000368931
14322,Q6P9F0,CCDC62,9606.ENSP00000253079
14323,P62955,CACNG7,9606.ENSP00000375647
14324,Q8N4S0,CCDC82 HT025,9606.ENSP00000278520
14325,Q66K79,CPZ,9606.ENSP00000354255
14326,Q6UW01,CBLN3 UNQ755/PRO1486,9606.ENSP00000267406
14327,Q6UWT4,C5orf46 UNQ472/PRO839,9606.ENSP00000315370
14328,A4QMS7,C5orf49,9606.ENSP00000382708
14329,Q5T4H9,MIR1915HG C10orf114 CASC10,9606.ENSP00000366317
14330,P11712,CYP2C9 CYP2C10,9606.ENSP00000260682
14331,Q16832,DDR2 NTRKR3 TKT TYRO10,9606.ENSP00000356899
14332,Q13561,DCTN2 DCTN50,9606.ENSP00000408910
14333,A6NGE4,DCAF8L1 WDR42B,9606.ENSP00000405222
14334,Q8WUS8,SDR42E1 HSPC105,9606.ENSP00000332407
14335,A6NKP2,SDR42E2,9606.ENSP00000473474
14336,Q9H6R0,DHX33 DDX33,9606.ENSP00000225296
14337,Q13217,DNAJC3 P58IPK PRKRI,9606.ENSP00000473631
14338,Q9UBU7,DBF4 ASK DBF4A ZDBF1,9606.ENSP00000265728
14339,Q5F1R6,DNAJC21 DNAJA5,9606.ENSP00000371451
14340,Q8NFW5,DMBX1 MBX OTX3 PAXB,9606.ENSP00000353132
14341,Q9NP97,DYNLRB1 BITH DNCL2A DNLC2A ROBLD1 HSPC162,9606.ENSP00000349679
14342,O14640,DVL1,9606.ENSP00000368169
14343,Q9BQ95,ECSIT,9606.ENSP00000270517
14344,Q008S8,ECT2L C6orf91 LFDH,9606.ENSP00000442307
14345,P20800,EDN2,9606.ENSP00000361668
14346,Q04741,EMX1,9606.ENSP00000258106
14347,Q8N7U6,EFHB,9606.ENSP00000295824
14348,Q8N9Y4,FAM181A C14orf152 HSD-31 HSD31,9606.ENSP00000267594
14349,Q15910,EZH2 KMT6,9606.ENSP00000320147
14350,Q9NYK6,EURL C21orf14 C21orf38 C21orf91 YG81,9606.ENSP00000284881
14351,P22455,FGFR4 JTK2 TKF,9606.ENSP00000292408
14352,Q96C11,FGGY,9606.ENSP00000360262
14353,Q6P4F2,FDX2 FDX1L,9606.ENSP00000377311
14354,Q8NB37,GATD1 PDDC1,9606.ENSP00000321691
14355,Q9H0R6,QRSL1,9606.ENSP00000358042
14356,Q99958,FOXC2 FKHL14 MFH1,9606.ENSP00000326371
14357,P39905,GDNF,9606.ENSP00000409007
14358,Q96PP9,GBP4,9606.ENSP00000359490
14359,Q8NBJ4,GOLM1 C9orf155 GOLPH2 PSEC0242 UNQ686/PRO1326,9606.ENSP00000373364
14360,Q8IV36,HID1 C17orf28 DMC1,9606.ENSP00000413520
14361,Q8IXI2,RHOT1 ARHT1,9606.ENSP00000351132
14362,P16455,MGMT,9606.ENSP00000302111
14363,A6NDN3,GOLGA6B GOLGA,9606.ENSP00000408132
14364,Q86V85,GPR180 ITR,9606.ENSP00000366157
14365,P06899,H2BC11 H2BFR HIST1H2BJ,9606.ENSP00000476136
14366,Q6NVY1,HIBCH,9606.ENSP00000352706
14367,O60565,GREM1 CKTSF1B1 DAND2 DRM PIG2,9606.ENSP00000478319
14368,Q5TGS1,HES3 BHLHB43,9606.ENSP00000367130
14369,A9QM74,KPNA7,9606.ENSP00000330878
14370,Q16552,IL17A CTLA8 IL17,9606.ENSP00000344192
14371,Q02535,ID3 1R21 BHLHB25 HEIR1,9606.ENSP00000363689
14372,Q9ULR0,ISY1 KIAA1160,9606.ENSP00000411822
14373,Q9HDC5,JPH1 JP1,9606.ENSP00000344488
14374,Q96M32,AK7,9606.ENSP00000267584
14375,Q9H910,JPT2 C16orf34 HN1L L11,9606.ENSP00000248098
14376,Q6NYC1,JMJD6 KIAA0585 PSR PTDSR,9606.ENSP00000394085
14377,Q1MX18,INSC,9606.ENSP00000368872
14378,Q8N8K9,KIAA1958,9606.ENSP00000440504
14379,Q9UK53,ING1,9606.ENSP00000364929
14380,A6NMK8,INSYN2B C5orf57 FAM196B,9606.ENSP00000366582
14381,Q6TDP4,KLHL17,9606.ENSP00000343930
14382,Q9NVR0,KLHL11,9606.ENSP00000314608
14383,Q13887,KLF5 BTEB2 CKLF IKLF,9606.ENSP00000366915
14384,Q53G59,KLHL12 C3IP1,9606.ENSP00000356230
14385,Q9BYR8,KRTAP3-1 KAP3.1 KRTAP3.1,9606.ENSP00000375430
14386,Q3LI58,KRTAP21-1 KAP21.1,9606.ENSP00000335566
14387,Q6L8G9,KRTAP5-6 KAP5.6 KRTAP5.6,9606.ENSP00000371595
14388,Q9NXS3,KLHL28 BTBD5,9606.ENSP00000379434
14389,Q5T749,KPRP C1orf45,9606.ENSP00000475216
14390,Q8NHS3,MFSD8 CLN7,9606.ENSP00000296468
14391,Q86V88,MDP1,9606.ENSP00000288087
14392,Q9UHC7,MKRN1 RNF61,9606.ENSP00000255977
14393,Q14168,MPP2 DLG2,9606.ENSP00000428182
14394,Q70IA6,MOB2 HCCA2,9606.ENSP00000328694
14395,Q9UJG1,MOSPD1,9606.ENSP00000359819
14396,P80297,MT1X,9606.ENSP00000377995
14397,Q9BSU3,NAA11 ARD1B ARD2,9606.ENSP00000286794
14398,Q8NFW9,MYRIP SLAC2C,9606.ENSP00000301972
14399,P25189,MPZ,9606.ENSP00000432943
14400,Q08AG7,MZT1 C13orf37 MOZART1,9606.ENSP00000367049
14401,Q9NV92,NDFIP2 KIAA1165 N4WBP5A,9606.ENSP00000480798
14402,Q14938,NFIX,9606.ENSP00000380781
14403,Q5JS37,NHLRC3,9606.ENSP00000368920
14404,O95298,NDUFC2 HLC1,9606.ENSP00000281031
14405,Q16718,NDUFA5,9606.ENSP00000417142
14406,P23511,NFYA,9606.ENSP00000345702
14407,Q6P988,NOTUM OK/SW-CL.30,9606.ENSP00000387310
14408,Q99784,OLFM1 NOE1 NOEL1,9606.ENSP00000360858
